"コード","住所1","住所2"
"40508_0096_00","筑後市","溝口"
"40508_0019_00","筑後市","山ノ井"
"40508_0363_00","筑後市","若菜"
"40511_0230_00","大川市","上巻"
"40511_0040_00","大川市","榎津"
"40511_0115_00","大川市","大野島"
"40511_0180_00","大川市","大橋"
"40511_0204_00","大川市","荻島"
"40511_0255_00","大川市","鬼古賀"
"40511_0065_00","大川市","鐘ヶ江"
"40511_0139_00","大川市","上白垣"
"40511_0242_00","大川市","北古賀"
"40511_0293_00","大川市","九網"
"40511_0089_00","大川市","下林"
"40511_0038_00","大川市","小保"
"40511_0228_00","大川市","郷原"
"40511_0281_00","大川市","坂井"
"40511_0014_00","大川市","酒見"
"40511_0103_00","大川市","下青木"
"40511_0192_00","大川市","下木佐木"
"40511_0127_00","大川市","下白垣"
"40511_0141_00","大川市","下八院"
"40511_0216_00","大川市","下牟田口"
"40511_0317_00","大川市","新田"
"40511_0331_00","大川市","津"
"40511_0053_00","大川市","道海島"
"40511_0178_00","大川市","中木室"
"40511_0077_00","大川市","中古賀"
"40511_0166_00","大川市","中八院"
"40511_0267_00","大川市","幡保"
"40511_0305_00","大川市","一木"
"40511_0329_00","大川市","紅粉屋"
"40511_0154_00","大川市","本木室"
"40511_0279_00","大川市","三丸"
"40511_0026_00","大川市","向島"
"40511_0091_00","大川市","諸富"
"40515_0018_00","小郡市","赤川"
"40515_0350_00","小郡市","あすみ"
"40515_0020_00","小郡市","稲吉"
"40515_0032_00","小郡市","井上"
"40515_0044_00","小郡市","大板井"
"40515_0057_00","小郡市","大崎"
"40515_0083_00","小郡市","大保"
"40515_0069_00","小郡市","小郡"
"40515_0071_00","小郡市","乙隈"
"40515_0107_00","小郡市","上岩田"
"40515_0095_00","小郡市","上西鰺坂"
"40515_0335_00","小郡市","祇園"
"40515_0119_00","小郡市","小板井"
"40515_0133_00","小郡市","下岩田"
"40515_0121_00","小郡市","下西鰺坂"
"40515_0145_00","小郡市","津古"
"40515_0158_00","小郡市","寺福童"
"40515_0323_00","小郡市","希みが丘"
"40515_0172_00","小郡市","干潟"
"40515_0160_00","小郡市","平方"
"40515_0222_00","小郡市","吹上"
"40515_0184_00","小郡市","福童"
"40515_0210_00","小郡市","二タ"
"40515_0196_00","小郡市","二森"
"40515_0208_00","小郡市","古飯"
"40515_0234_00","小郡市","松崎"
"40515_0309_00","小郡市","三国が丘"
"40515_0311_00","小郡市","美鈴が丘"
"40515_0347_00","小郡市","美鈴の杜"
"40515_0259_00","小郡市","三沢"
"40515_0246_00","小郡市","光行"
"40515_0261_00","小郡市","八坂"
"40515_0273_00","小郡市","山隈"
"40515_0285_00","小郡市","横隈"
"40515_0297_00","小郡市","力武"
"40524_0019_00","うきは市","浮羽町朝田"
"40524_0021_00","うきは市","浮羽町妹川"
"40524_0033_00","うきは市","浮羽町浮羽"
"40524_0045_00","うきは市","浮羽町小塩"
"40524_0058_00","うきは市","浮羽町高見"
"40524_0060_00","うきは市","浮羽町田篭"
"40524_0072_00","うきは市","浮羽町流川"
"40524_0084_00","うきは市","浮羽町新川"
"40524_0096_00","うきは市","浮羽町西隈上"
"40524_0108_00","うきは市","浮羽町東隈上"
"40524_0110_00","うきは市","浮羽町古川"
"40524_0122_00","うきは市","浮羽町三春"
"40524_0134_00","うきは市","浮羽町山北"
"40524_0312_00","うきは市","吉井町"
"40524_0146_00","うきは市","吉井町生葉"
"40524_0159_00","うきは市","吉井町江南"
"40524_0161_00","うきは市","吉井町清瀬"
"40524_0173_00","うきは市","吉井町桜井"
"40524_0185_00","うきは市","吉井町鷹取"
"40524_0197_00","うきは市","吉井町橘田"
"40524_0209_00","うきは市","吉井町千年"
"40524_0211_00","うきは市","吉井町徳丸"
"40524_0223_00","うきは市","吉井町富永"
"40524_0235_00","うきは市","吉井町長栖"
"40524_0247_00","うきは市","吉井町新治"
"40524_0250_00","うきは市","吉井町福永"
"40524_0262_00","うきは市","吉井町福益"
"40524_0274_00","うきは市","吉井町宮田"
"40524_0286_00","うきは市","吉井町屋部"
"40524_0298_00","うきは市","吉井町八和田"
"40524_0300_00","うきは市","吉井町若宮"
"40527_0240_00","朝倉市","相窪"
"40527_0075_00","朝倉市","秋月"
"40527_0063_00","朝倉市","秋月野鳥"
"40527_0152_00","朝倉市","甘木"
"40527_0101_00","朝倉市","甘水"
"40527_0758_00","朝倉市","石成"
"40527_0582_00","朝倉市","板屋"
"40527_0556_00","朝倉市","荷原"
"40527_0733_00","朝倉市","入地"
"40527_0430_00","朝倉市","上畑"
"40527_0176_00","朝倉市","牛木"
"40527_0529_00","朝倉市","牛鶴"
"40527_0620_00","朝倉市","烏集院"
"40527_0467_00","朝倉市","鵜木"
"40527_0051_00","朝倉市","江川"
"40527_0745_00","朝倉市","大庭"
"40527_0327_00","朝倉市","小隈"
"40527_0315_00","朝倉市","小田"
"40527_0253_00","朝倉市","柿原"
"40527_0455_00","朝倉市","片延"
"40527_0392_00","朝倉市","金丸"
"40527_0380_00","朝倉市","鎌崎"
"40527_0048_00","朝倉市","上秋月"
"40527_0202_00","朝倉市","上浦"
"40527_0719_00","朝倉市","上寺"
"40527_0125_00","朝倉市","隈江"
"40527_0354_00","朝倉市","倉吉"
"40527_0594_00","朝倉市","黒川"
"40527_0493_00","朝倉市","桑原"
"40527_0303_00","朝倉市","古賀"
"40527_0683_00","朝倉市","古毛"
"40527_0606_00","朝倉市","佐田"
"40527_0137_00","朝倉市","下渕"
"40527_0897_00","朝倉市","下秋月"
"40527_0214_00","朝倉市","下浦"
"40527_0366_00","朝倉市","白鳥"
"40527_0543_00","朝倉市","城"
"40527_0657_00","朝倉市","須川"
"40527_0099_00","朝倉市","千手"
"40527_0226_00","朝倉市","草水"
"40527_0505_00","朝倉市","田島"
"40527_0012_00","朝倉市","田代"
"40527_0695_00","朝倉市","多々連"
"40527_0707_00","朝倉市","田中"
"40527_0188_00","朝倉市","千代丸"
"40527_0265_00","朝倉市","堤"
"40527_0404_00","朝倉市","徳渕"
"40527_0291_00","朝倉市","頓田"
"40527_0442_00","朝倉市","中"
"40527_0517_00","朝倉市","中島田"
"40527_0341_00","朝倉市","中寒水"
"40527_0238_00","朝倉市","中原"
"40527_0428_00","朝倉市","長田"
"40527_0721_00","朝倉市","長渕"
"40527_0113_00","朝倉市","楢原"
"40527_0760_00","朝倉市","杷木赤谷"
"40527_0834_00","朝倉市","杷木池田"
"40527_0784_00","朝倉市","杷木大山"
"40527_0861_00","朝倉市","杷木久喜宮"
"40527_0859_00","朝倉市","杷木古賀"
"40527_0822_00","朝倉市","杷木白木"
"40527_0885_00","朝倉市","杷木志波"
"40527_0846_00","朝倉市","杷木寒水"
"40527_0810_00","朝倉市","杷木林田"
"40527_0808_00","朝倉市","杷木穂坂"
"40527_0796_00","朝倉市","杷木星丸"
"40527_0772_00","朝倉市","杷木松末"
"40527_0873_00","朝倉市","杷木若市"
"40527_0087_00","朝倉市","長谷山"
"40527_0378_00","朝倉市","林田"
"40527_0669_00","朝倉市","菱野"
"40527_0289_00","朝倉市","一木"
"40527_0036_00","朝倉市","日向石"
"40527_0339_00","朝倉市","平塚"
"40527_0644_00","朝倉市","比良松"
"40527_0479_00","朝倉市","福光"
"40527_0164_00","朝倉市","菩提寺"
"40527_0190_00","朝倉市","馬田"
"40527_0531_00","朝倉市","三奈木"
"40527_0618_00","朝倉市","美奈宜の杜"
"40527_0632_00","朝倉市","宮野"
"40527_0149_00","朝倉市","持丸"
"40527_0416_00","朝倉市","八重津"
"40527_0570_00","朝倉市","屋形原"
"40527_0481_00","朝倉市","屋永"
"40527_0568_00","朝倉市","矢野竹"
"40527_0671_00","朝倉市","山田"
"40527_0024_00","朝倉市","山見"
"40527_0277_00","朝倉市","来春"
"40528_0013_00","みやま市","瀬高町文廣"
"40528_0037_00","みやま市","瀬高町太神"
"40528_0049_00","みやま市","瀬高町大草"
"40528_0052_00","みやま市","瀬高町大廣園"
"40528_0064_00","みやま市","瀬高町小川"
"40528_0076_00","みやま市","瀬高町小田"
"40528_0088_00","みやま市","瀬高町上庄"
"40528_0090_00","みやま市","瀬高町河内"
"40528_0102_00","みやま市","瀬高町坂田"
"40528_0114_00","みやま市","瀬高町下庄"
"40528_0126_00","みやま市","瀬高町泰仙寺"
"40528_0138_00","みやま市","瀬高町高柳"
"40528_0140_00","みやま市","瀬高町長田"
"40528_0153_00","みやま市","瀬高町濱田"
"40528_0165_00","みやま市","瀬高町東津留"
"40528_0177_00","みやま市","瀬高町廣瀬"
"40528_0189_00","みやま市","瀬高町本郷"
"40528_0191_00","みやま市","瀬高町松田"
"40528_0203_00","みやま市","瀬高町本吉"
"40528_0215_00","みやま市","瀬高町山門"
"40528_0025_00","みやま市","瀬高町大江"
"40528_0227_00","みやま市","高田町今福"
"40528_0239_00","みやま市","高田町岩津"
"40528_0266_00","みやま市","高田町海津"
"40528_0241_00","みやま市","高田町永治"
"40528_0254_00","みやま市","高田町江浦"
"40528_0518_00","みやま市","高田町江浦町"
"40528_0278_00","みやま市","高田町上楠田"
"40528_0280_00","みやま市","高田町亀谷"
"40528_0292_00","みやま市","高田町北新開"
"40528_0304_00","みやま市","高田町黒崎開"
"40528_0316_00","みやま市","高田町下楠田"
"40528_0328_00","みやま市","高田町昭和開"
"40528_0330_00","みやま市","高田町竹飯"
"40528_0342_00","みやま市","高田町田尻"
"40528_0355_00","みやま市","高田町田浦"
"40528_0367_00","みやま市","高田町徳島"
"40528_0379_00","みやま市","高田町濃施"
"40528_0381_00","みやま市","高田町飯江"
"40528_0393_00","みやま市","高田町原"
"40528_0405_00","みやま市","高田町舞鶴"
"40528_0417_00","みやま市","高田町南新開"
"40528_0429_00","みやま市","山川町尾野"
"40528_0431_00","みやま市","山川町河原内"
"40528_0443_00","みやま市","山川町北関"
"40528_0456_00","みやま市","山川町甲田"
"40528_0468_00","みやま市","山川町重冨"
"40528_0470_00","みやま市","山川町清水"
"40528_0482_00","みやま市","山川町立山"
"40528_0494_00","みやま市","山川町原町"
"40528_0506_00","みやま市","山川町真弓"
"40805_0831_00","朝倉郡","筑前町赤坂"
"40805_0829_00","朝倉郡","筑前町朝園"
"40805_0843_00","朝倉郡","筑前町朝日"
"40805_0856_00","朝倉郡","筑前町石櫃"
"40805_0641_00","朝倉郡","筑前町弥永"
"40805_0817_00","朝倉郡","筑前町大久保"
"40805_0680_00","朝倉郡","筑前町大塚"
"40805_0692_00","朝倉郡","筑前町上高場"
"40805_0868_00","朝倉郡","筑前町櫛木"
"40805_0704_00","朝倉郡","筑前町栗田"
"40805_0870_00","朝倉郡","筑前町黒岩"
"40805_0882_00","朝倉郡","筑前町三箇山"
"40805_0906_00","朝倉郡","筑前町篠隈"
"40805_0894_00","朝倉郡","筑前町四三嶋"
"40805_0918_00","朝倉郡","筑前町下高場"
"40805_0932_00","朝倉郡","筑前町長者町"
"40805_0716_00","朝倉郡","筑前町新町"
"40805_0920_00","朝倉郡","筑前町曽根田"
"40805_0730_00","朝倉郡","筑前町高上"
"40805_0728_00","朝倉郡","筑前町高田"
"40805_0742_00","朝倉郡","筑前町当所"
"40805_0944_00","朝倉郡","筑前町砥上"
"40805_0957_00","朝倉郡","筑前町中牟田"
"40805_0969_00","朝倉郡","筑前町西田"
"40805_0755_00","朝倉郡","筑前町野町"
"40805_0971_00","朝倉郡","筑前町畑嶋"
"40805_0805_00","朝倉郡","筑前町原地蔵"
"40805_0983_00","朝倉郡","筑前町東小田"
"40805_0767_00","朝倉郡","筑前町久光"
"40805_0995_00","朝倉郡","筑前町吹田"
"40805_1009_00","朝倉郡","筑前町二"
"40805_1011_00","朝倉郡","筑前町松延"
"40805_1023_00","朝倉郡","筑前町三並"
"40805_1035_00","朝倉郡","筑前町三牟田"
"40805_0779_00","朝倉郡","筑前町森山"
"40805_1047_00","朝倉郡","筑前町安野"
"40805_0781_00","朝倉郡","筑前町山隈"
"40805_0793_00","朝倉郡","筑前町依井"
"40805_1050_00","朝倉郡","東峰村小石原"
"40805_1062_00","朝倉郡","東峰村小石原鼓"
"40805_1074_00","朝倉郡","東峰村福井"
"40805_1086_00","朝倉郡","東峰村宝珠山"
"40810_0574_00","三井郡","大刀洗町今"
"40810_0550_00","三井郡","大刀洗町鵜木"
"40810_0600_00","三井郡","大刀洗町春日"
"40810_0547_00","三井郡","大刀洗町上高橋"
"40810_0598_00","三井郡","大刀洗町甲条"
"40810_0612_00","三井郡","大刀洗町栄田"
"40810_0562_00","三井郡","大刀洗町下高橋"
"40810_0663_00","三井郡","大刀洗町菅野"
"40810_0523_00","三井郡","大刀洗町高樋"
"40810_0651_00","三井郡","大刀洗町冨多"
"40810_0675_00","三井郡","大刀洗町中川"
"40810_0636_00","三井郡","大刀洗町西原"
"40810_0687_00","三井郡","大刀洗町八幡"
"40810_0586_00","三井郡","大刀洗町本郷"
"40810_0624_00","三井郡","大刀洗町三川"
"40810_0648_00","三井郡","大刀洗町守部"
"40810_0535_00","三井郡","大刀洗町山隈"
"40811_0385_00","三潴郡","大木町筏溝"
"40811_0373_00","三潴郡","大木町絵下古賀"
"40811_0462_00","三潴郡","大木町大角"
"40811_0409_00","三潴郡","大木町大藪"
"40811_0397_00","三潴郡","大木町奥牟田"
"40811_0361_00","三潴郡","大木町上木佐木"
"40811_0486_00","三潴郡","大木町上白垣"
"40811_0310_00","三潴郡","大木町上八院"
"40811_0334_00","三潴郡","大木町上牟田口"
"40811_0435_00","三潴郡","大木町笹渕"
"40811_0359_00","三潴郡","大木町侍島"
"40811_0423_00","三潴郡","大木町高橋"
"40811_0322_00","三潴郡","大木町八町牟田"
"40811_0346_00","三潴郡","大木町蛭池"
"40811_0447_00","三潴郡","大木町福土"
"40811_0450_00","三潴郡","大木町前牟田"
"40811_0411_00","三潴郡","大木町三八松"
"40811_0474_00","三潴郡","大木町横溝"
"40812_0133_00","八女郡","黒木町今"
"40812_0246_00","八女郡","黒木町大淵"
"40812_0184_00","八女郡","黒木町鹿子生"
"40812_0222_00","八女郡","黒木町笠原"
"40812_0234_00","八女郡","黒木町北大淵"
"40812_0208_00","八女郡","黒木町北木屋"
"40812_0121_00","八女郡","黒木町黒木"
"40812_0119_00","八女郡","黒木町桑原"
"40812_0210_00","八女郡","黒木町木屋"
"40812_0196_00","八女郡","黒木町田代"
"40812_0160_00","八女郡","黒木町田本"
"40812_0172_00","八女郡","黒木町土窪"
"40812_0158_00","八女郡","黒木町本分"
"40812_0145_00","八女郡","黒木町湯辺田"
"40812_0057_00","八女郡","立花町兼松"
"40812_0083_00","八女郡","立花町上辺春"
"40812_0095_00","八女郡","立花町北山"
"40812_0071_00","八女郡","立花町下辺春"
"40812_0107_00","八女郡","立花町白木"
"40812_0020_00","八女郡","立花町田形"
"40812_0032_00","八女郡","立花町谷川"
"40812_0069_00","八女郡","立花町遠久谷"
"40812_0018_00","八女郡","立花町原島"
"40812_0044_00","八女郡","立花町山崎"
"40812_0424_00","八女郡","広川町一條"
"40812_0398_00","八女郡","広川町太田"
"40812_0400_00","八女郡","広川町川上"
"40812_0350_00","八女郡","広川町小椎尾"
"40812_0311_00","八女郡","広川町長延"
"40812_0374_00","八女郡","広川町新代"
"40812_0386_00","八女郡","広川町久泉"
"40812_0362_00","八女郡","広川町日吉"
"40812_0436_00","八女郡","広川町広川"
"40812_0412_00","八女郡","広川町藤田"
"40812_0323_00","八女郡","広川町水原"
"40812_0335_00","八女郡","広川町吉常"
"40812_0347_00","八女郡","広川町六田"
"40812_9904_00","八女郡","星野村（字なし）"
"40812_0259_00","八女郡","矢部村北矢部"
"40812_0259_01","八女郡","矢部村北矢部秋伐"
"40812_0259_02","八女郡","矢部村北矢部御側"
"40812_0259_03","八女郡","矢部村北矢部鬼塚"
"40812_0259_04","八女郡","矢部村北矢部神窟"
"40812_0259_05","八女郡","矢部村北矢部桑の平"
"40812_0259_06","八女郡","矢部村北矢部枳殻"
"40812_0259_07","八女郡","矢部村北矢部笹又"
"40812_0259_08","八女郡","矢部村北矢部柴庵"
"40812_0259_09","八女郡","矢部村北矢部殊正寺"
"40812_0259_10","八女郡","矢部村北矢部竹原"
"40812_0259_11","八女郡","矢部村北矢部鶴"
"40812_0259_12","八女郡","矢部村北矢部飛"
"40812_0259_13","八女郡","矢部村北矢部中間"
"40812_0259_14","八女郡","矢部村北矢部中村"
"40812_0259_15","八女郡","矢部村北矢部日出"
"40812_0259_16","八女郡","矢部村北矢部三倉"
"40812_0259_17","八女郡","矢部村北矢部宮ノ尾"
"40812_0259_18","八女郡","矢部村北矢部女鹿野"
"40812_0259_19","八女郡","矢部村北矢部横手"
"40812_0261_00","八女郡","矢部村矢部"
"40812_0261_01","八女郡","矢部村矢部臼の払"
"40812_0261_02","八女郡","矢部村矢部柏木"
"40812_0261_03","八女郡","矢部村矢部古野"
"40812_0261_04","八女郡","矢部村矢部椎葉"
"40812_0261_05","八女郡","矢部村矢部所野"
"40812_0261_06","八女郡","矢部村矢部二ツ尾"
"40812_0261_07","八女郡","矢部村矢部古田"
"40812_0261_08","八女郡","矢部村矢部薮"
"40812_0261_09","八女郡","矢部村矢部山口"
"40501_0152_00","直方市","赤地"
"40501_0149_00","直方市","植木"
"40501_0113_00","直方市","永満寺"
"40501_0277_00","直方市","金田屋敷"
"40501_0125_00","直方市","上境"
"40501_0036_00","直方市","上新入"
"40501_0063_00","直方市","上頓野"
"40501_0087_00","直方市","感田"
"40501_0099_00","直方市","下境"
"40501_0048_00","直方市","下新入"
"40501_0226_00","直方市","神正町"
"40501_0238_00","直方市","新知町"
"40501_0164_00","直方市","新町"
"40501_0202_00","直方市","須崎町"
"40501_0051_00","直方市","知古"
"40501_0188_00","直方市","津田町"
"40501_0176_00","直方市","殿町"
"40501_0075_00","直方市","頓野"
"40501_0137_00","直方市","中泉"
"40501_0265_00","直方市","二字町"
"40501_0012_00","直方市","直方"
"40501_0101_00","直方市","畑"
"40501_0214_00","直方市","日吉町"
"40501_0190_00","直方市","古町"
"40501_0240_00","直方市","丸山町"
"40501_0253_00","直方市","溝堀"
"40501_0024_00","直方市","山部"
"40501_0289_00","直方市","湯野原"
"40502_0126_00","飯塚市","相田"
"40502_0583_00","飯塚市","阿恵"
"40502_0468_00","飯塚市","赤坂"
"40502_0708_00","飯塚市","秋松"
"40502_0470_00","飯塚市","有井"
"40502_0482_00","飯塚市","有安"
"40502_0076_00","飯塚市","飯塚"
"40502_0140_00","飯塚市","伊川"
"40502_0138_00","飯塚市","伊岐須"
"40502_0494_00","飯塚市","入水"
"40502_0595_00","飯塚市","内野"
"40502_0153_00","飯塚市","潤野"
"40502_0710_00","飯塚市","枝国"
"40502_0506_00","飯塚市","大門"
"40502_0722_00","飯塚市","小正"
"40502_0429_00","飯塚市","鹿毛馬"
"40502_0114_00","飯塚市","片島"
"40502_0025_00","飯塚市","上三緒"
"40502_0102_00","飯塚市","柏ノ森"
"40502_0052_00","飯塚市","川島"
"40502_0165_00","飯塚市","川津"
"40502_0607_00","飯塚市","北古賀"
"40502_0431_00","飯塚市","口原"
"40502_0734_00","飯塚市","久保白"
"40502_0619_00","飯塚市","桑曲"
"40502_0177_00","飯塚市","建花寺"
"40502_0189_00","飯塚市","幸袋"
"40502_0088_00","飯塚市","菰田"
"40502_0417_00","飯塚市","菰田西"
"40502_0405_00","飯塚市","菰田東"
"40502_0443_00","飯塚市","佐與"
"40502_0037_00","飯塚市","下三緒"
"40502_0191_00","飯塚市","目尾"
"40502_0746_00","飯塚市","舎利蔵"
"40502_0203_00","飯塚市","庄司"
"40502_0569_00","飯塚市","庄内元吉"
"40502_0381_00","飯塚市","新飯塚"
"40502_0393_00","飯塚市","新立岩"
"40502_0456_00","飯塚市","勢田"
"40502_0518_00","飯塚市","高倉"
"40502_0759_00","飯塚市","高田"
"40502_0520_00","飯塚市","多田"
"40502_0761_00","飯塚市","忠隈"
"40502_0049_00","飯塚市","立岩"
"40502_0773_00","飯塚市","太郎丸"
"40502_0215_00","飯塚市","大日寺"
"40502_0621_00","飯塚市","大分"
"40502_0672_00","飯塚市","筑穂元吉"
"40502_0227_00","飯塚市","津島"
"40502_0532_00","飯塚市","筒野"
"40502_0544_00","飯塚市","綱分"
"40502_0797_00","飯塚市","津原"
"40502_0785_00","飯塚市","椿"
"40502_0090_00","飯塚市","鶴三緒"
"40502_0809_00","飯塚市","天道"
"40502_0013_00","飯塚市","徳前"
"40502_0633_00","飯塚市","内住"
"40502_0239_00","飯塚市","中"
"40502_0645_00","飯塚市","長尾"
"40502_0064_00","飯塚市","鯰田"
"40502_0355_00","飯塚市","西徳前"
"40502_0342_00","飯塚市","西町"
"40502_0557_00","飯塚市","仁保"
"40502_0241_00","飯塚市","花瀬"
"40502_0367_00","飯塚市","東徳前"
"40502_0658_00","飯塚市","平塚"
"40502_0811_00","飯塚市","平恒"
"40502_0823_00","飯塚市","弁分"
"40502_0835_00","飯塚市","堀池"
"40502_0330_00","飯塚市","本町"
"40502_0660_00","飯塚市","馬敷"
"40502_0847_00","飯塚市","南尾"
"40502_0328_00","飯塚市","宮町"
"40502_0254_00","飯塚市","明星寺"
"40502_0850_00","飯塚市","椋本"
"40502_0278_00","飯塚市","八木山"
"40502_0862_00","飯塚市","安恒"
"40502_0266_00","飯塚市","柳橋"
"40502_0571_00","飯塚市","山倉"
"40502_0684_00","飯塚市","山口"
"40502_0696_00","飯塚市","弥山"
"40502_0292_00","飯塚市","横田"
"40502_0379_00","飯塚市","芳雄町"
"40502_0304_00","飯塚市","吉北"
"40502_0316_00","飯塚市","吉原町"
"40502_0874_00","飯塚市","楽市"
"40502_0280_00","飯塚市","蓮台寺"
"40502_0886_00","飯塚市","若菜"
"40505_0055_00","田川市","伊加利"
"40505_0042_00","田川市","伊田"
"40505_0194_00","田川市","伊田町"
"40505_0081_00","田川市","位登"
"40505_0093_00","田川市","猪国"
"40505_0283_00","田川市","魚町"
"40505_0232_00","田川市","春日町"
"40505_0269_00","田川市","上本町"
"40505_0030_00","田川市","川宮"
"40505_0170_00","田川市","寿町"
"40505_0131_00","田川市","栄町"
"40505_0218_00","田川市","桜町"
"40505_0206_00","田川市","白鳥町"
"40505_0105_00","田川市","新町"
"40505_0244_00","田川市","大黒町"
"40505_0129_00","田川市","中央町"
"40505_0143_00","田川市","千代町"
"40505_0067_00","田川市","夏吉"
"40505_0028_00","田川市","奈良"
"40505_0271_00","田川市","西本町"
"40505_0182_00","田川市","番田町"
"40505_0117_00","田川市","日の出町"
"40505_0156_00","田川市","平松町"
"40505_0079_00","田川市","糒"
"40505_0257_00","田川市","本町"
"40505_0168_00","田川市","丸山町"
"40505_0220_00","田川市","宮尾町"
"40505_0016_00","田川市","弓削田"
"40525_0224_00","宮若市","磯光"
"40525_0010_00","宮若市","稲光"
"40525_0022_00","宮若市","犬鳴"
"40525_0034_00","宮若市","乙野"
"40525_0046_00","宮若市","金生"
"40525_0059_00","宮若市","金丸"
"40525_0236_00","宮若市","上有木"
"40525_0248_00","宮若市","上大隈"
"40525_0251_00","宮若市","倉久"
"40525_0061_00","宮若市","黒丸"
"40525_0073_00","宮若市","小伏"
"40525_0085_00","宮若市","三ヶ畑"
"40525_0097_00","宮若市","下"
"40525_0263_00","宮若市","下有木"
"40525_0275_00","宮若市","四郎丸"
"40525_0287_00","宮若市","芹田"
"40525_0109_00","宮若市","平"
"40525_0111_00","宮若市","高野"
"40525_0123_00","宮若市","竹原"
"40525_0299_00","宮若市","鶴田"
"40525_0301_00","宮若市","鶴田東町"
"40525_0313_00","宮若市","長井鶴"
"40525_0135_00","宮若市","沼口"
"40525_0147_00","宮若市","原田"
"40525_0150_00","宮若市","福丸"
"40525_0162_00","宮若市","縁山畑"
"40525_0325_00","宮若市","本城"
"40525_0174_00","宮若市","水原"
"40525_0337_00","宮若市","宮田"
"40525_0186_00","宮若市","宮永"
"40525_0198_00","宮若市","山口"
"40525_0200_00","宮若市","湯原"
"40525_0349_00","宮若市","龍徳"
"40525_0212_00","宮若市","脇田"
"40526_0187_00","嘉麻市","芥田"
"40526_0124_00","嘉麻市","飯田"
"40526_0199_00","嘉麻市","泉河内"
"40526_0098_00","嘉麻市","稲築才田"
"40526_0011_00","嘉麻市","猪国"
"40526_0050_00","嘉麻市","岩崎"
"40526_0201_00","嘉麻市","牛隈"
"40526_0213_00","嘉麻市","馬見"
"40526_0062_00","嘉麻市","漆生"
"40526_0225_00","嘉麻市","大隈"
"40526_0237_00","嘉麻市","大隈町"
"40526_0249_00","嘉麻市","小野谷"
"40526_0290_00","嘉麻市","嘉穂才田"
"40526_0252_00","嘉麻市","上"
"40526_0136_00","嘉麻市","上臼井"
"40526_0264_00","嘉麻市","上西郷"
"40526_0023_00","嘉麻市","上山田"
"40526_0074_00","嘉麻市","鴨生"
"40526_0086_00","嘉麻市","口春"
"40526_0035_00","嘉麻市","熊ヶ畑"
"40526_0276_00","嘉麻市","九郎原"
"40526_0288_00","嘉麻市","桑野"
"40526_0148_00","嘉麻市","光代"
"40526_0163_00","嘉麻市","西郷"
"40526_0302_00","嘉麻市","貞月"
"40526_0314_00","嘉麻市","椎木"
"40526_0151_00","嘉麻市","下臼井"
"40526_0047_00","嘉麻市","下山田"
"40526_0326_00","嘉麻市","千手"
"40526_0100_00","嘉麻市","平"
"40526_0338_00","嘉麻市","大力"
"40526_0340_00","嘉麻市","中益"
"40526_0353_00","嘉麻市","東畑"
"40526_0175_00","嘉麻市","平山"
"40526_0365_00","嘉麻市","屏"
"40526_0377_00","嘉麻市","宮吉"
"40526_0112_00","嘉麻市","山野"
"40803_0195_00","鞍手郡","鞍手町猪倉"
"40803_0219_00","鞍手郡","鞍手町小牧"
"40803_0245_00","鞍手郡","鞍手町上木月"
"40803_0233_00","鞍手郡","鞍手町木月"
"40803_0207_00","鞍手郡","鞍手町中山"
"40803_0536_00","鞍手郡","鞍手町中山幸町"
"40803_0258_00","鞍手郡","鞍手町永谷"
"40803_0260_00","鞍手郡","鞍手町新延"
"40803_0272_00","鞍手郡","鞍手町新北"
"40803_0296_00","鞍手郡","鞍手町長谷"
"40803_0221_00","鞍手郡","鞍手町古門"
"40803_0308_00","鞍手郡","鞍手町室木"
"40803_0284_00","鞍手郡","鞍手町八尋"
"40803_0548_00","鞍手郡","鞍手町弥生"
"40803_0017_00","鞍手郡","小竹町赤地"
"40803_0068_00","鞍手郡","小竹町勝野"
"40803_0031_00","鞍手郡","小竹町御徳"
"40803_0043_00","鞍手郡","小竹町新山崎"
"40803_0029_00","鞍手郡","小竹町南良津"
"40803_0056_00","鞍手郡","小竹町新多"
"40804_0828_00","嘉穂郡","桂川町内山田"
"40804_0893_00","嘉穂郡","桂川町九郎丸"
"40804_0867_00","嘉穂郡","桂川町寿命"
"40804_0855_00","嘉穂郡","桂川町瀬戸"
"40804_0879_00","嘉穂郡","桂川町中屋"
"40804_0830_00","嘉穂郡","桂川町土居"
"40804_0816_00","嘉穂郡","桂川町土師"
"40804_0881_00","嘉穂郡","桂川町豆田"
"40804_0842_00","嘉穂郡","桂川町吉隈"
"40815_0086_00","田川郡","赤村赤"
"40815_0086_01","田川郡","赤村赤上赤"
"40815_0086_02","田川郡","赤村赤下赤"
"40815_0086_03","田川郡","赤村赤山浦"
"40815_0086_04","田川郡","赤村赤油須原"
"40815_0074_00","田川郡","赤村内田"
"40815_0074_01","田川郡","赤村内田大内田"
"40815_0074_02","田川郡","赤村内田小内田"
"40815_0074_03","田川郡","赤村内田小柳"
"40815_9907_00","田川郡","糸田町（字なし）"
"40815_0187_00","田川郡","大任町今任原"
"40815_0187_01","田川郡","大任町今任原池本"
"40815_0187_02","田川郡","大任町今任原上今任"
"40815_0187_03","田川郡","大任町今任原上峰"
"40815_0187_04","田川郡","大任町今任原桑原"
"40815_0187_05","田川郡","大任町今任原皿山"
